id,property_number,item_description,account_code,account_name,fund_source,unit_cost,acquisition_date,office_id
954,0-05-05.030-0028-000,"for Coffee Shop, includes Lenovo Tablet - 10.1"" Model: Lenovo TB-X306X SN: HVA18KY4; Money Detector Model: NX-113; Thermal Printer HPRT",1.06.05.030.00,"Information and Communication Technology Equipment",05,81500.00,0000-00-00,
964,0-05-05.030-0029-000,"Synology - DS723+; SN: 2440TPRY60PEH",1.06.05.030.00,"Information and Communication Technology Equipment",05,99500.00,0000-00-00,
965,0-05-05.030-0030-000,"HP - All-in-One 24-cb1049d SN: 8CC434173B",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,0000-00-00,
966,0-05-05.030-0031-000,"All-in-One; ACER - ASPIRE C24-195ES; SN: DQBM4SP00143901B093000",1.06.05.030.00,"Information and Communication Technology Equipment",05,52950.00,0000-00-00,
967,0-05-05.030-0032-000,"All-in-One; ACER - ASPIRE C24-195ES; SN: DQBM4SP00143901B0F3000",1.06.05.030.00,"Information and Communication Technology Equipment",05,52950.00,0000-00-00,
968,0-05-05.030-0033-000,"All-in-One; ACER - ASPIRE C24-195ES; SN: DQBM4SP00143901B053000",1.06.05.030.00,"Information and Communication Technology Equipment",05,52950.00,0000-00-00,
969,0-05-05.030-0034-000,"All-in-One; ACER - ASPIRE C24-195ES; SN: DQBM4SP00143901B1F3000",1.06.05.030.00,"Information and Communication Technology Equipment",05,52950.00,0000-00-00,
973,0-05-05.030-0035-000,"intel core i7 (3.0GHz); 15.6"" FHD IPS 144 Hz Display; 16GB DDR4 RAM memory; NVIDIA eForce GTX 1650 512GB SSD Storage",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,0000-00-00,
1004,0-05-05.030-0036-000,"A3 Wi-Fi Duplex All-in-One Ink Tank Printer Epson; Epson - L15150 SN: X6N7055131",1.06.05.030.00,"Information and Communication Technology Equipment",05,54500.00,0000-00-00,
1111,0-05-05.030-0037-000,"AMD Ryzen 5 7535HS Processor 8GB DDR5 Memory 1TB M.2 NVme Solid State Drive NVIDIA Geforce RTX 2050 laptop GPU, up to 1670MHz at 60W (70 wit dynamic boost), 4GB GDR6 15.6"" FHD; Asus - FA506NF-HN005W SN: S5NRCX057349217",1.06.05.030.00,"Information and Communication Technology Equipment",05,58000.00,0000-00-00,
1112,0-05-05.030-0038-000,"AMD Ryzen 5 7535HS Processor 8GB DDR5 Memory 1TB M.2 NVme Solid State Drive NVIDIA Geforce RTX 2050 laptop GPU, up to 1670MHz at 60W (70 wit dynamic boost), 4GB GDR6 15.6"" FHD; Asus - FA506NF-HN005W SN: S5NRCX05726821E",1.06.05.030.00,"Information and Communication Technology Equipment",05,58000.00,0000-00-00,
1113,0-05-05.030-0039-000,"AMD Ryzen 5 7535HS Processor 8GB DDR5 Memory 1TB M.2 NVme Solid State Drive NVIDIA Geforce RTX 2050 laptop GPU, up to 1670MHz at 60W (70 wit dynamic boost), 4GB GDR6 15.6"" FHD; Asus - FA506NF-HN005W SN: S5NRCX057328219",1.06.05.030.00,"Information and Communication Technology Equipment",05,58000.00,0000-00-00,
1123,0-05-05.030-0040-000,"Intel Core i5 13420h; 8gb DDR5-5200 RAM; 1TB M.2 NVME SSD; Nvidia Geforce RTX 3050 4GB GDDR6; MSI - Thin 15 B13UCX SN: K2406N0063824",1.06.05.030.00,"Information and Communication Technology Equipment",05,62500.00,0000-00-00,
1124,0-05-05.030-0041-000,"Intel Core i5 13420h; 8gb DDR5-5200 RAM; 1TB M.2 NVME SSD; Nvidia Geforce RTX 3050 4GB GDDR6; MSI - Thin 15 B13UCX SN: K2406N0063683",1.06.05.030.00,"Information and Communication Technology Equipment",05,62500.00,0000-00-00,
1125,0-05-05.030-0042-000,"Intel Core i5 13420h; 8gb DDR5-5200 RAM; 1TB M.2 NVME SSD; Nvidia Geforce RTX 3050 4GB GDDR6; MSI - Thin 15 B13UCX SN: K2406N0063728",1.06.05.030.00,"Information and Communication Technology Equipment",05,62500.00,0000-00-00,
1126,0-05-05.030-0043-000,"All in one Ink Tank Printer; CISS; Epson - L15150 SN: X6N7053458",1.06.05.030.00,"Information and Communication Technology Equipment",05,58595.00,0000-00-00,
1130,0-05-05.030-0044-000,"Statech.com RXCONS1916K; 16 Port Rackmount console w/ 6ft Cables-Integrated KVM Switch w/ 19"" LCD Monitor-Fully Featured 1U LCD KVM Drawer-0SD KVM-Durable 50,000 MTBF-USB + VGA support",1.06.05.030.00,"Information and Communication Technology Equipment",05,186500.00,0000-00-00,
1139,0-05-05.030-0045-000,"standard (processor: AMD Ryzen 5, 8MB cache, 3.3GHz-4.7GHz clock rate; or higher; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; ACER Model: N23C3 SN: NXEH3SP00M5120CAF53400",1.06.05.030.00,"Information and Communication Technology Equipment",05,55000.00,0000-00-00,
1140,0-05-05.030-0046-000,"standard (processor: AMD Ryzen 5, 8MB cache, 3.3GHz-4.7GHz clock rate; or higher; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; ACER Model: N23C3 SN: NXEJ4SP00451104BE93400",1.06.05.030.00,"Information and Communication Technology Equipment",05,55000.00,0000-00-00,
1141,0-05-05.030-0047-000,"standard (processor: AMD Ryzen 5, 8MB cache, 3.3GHz-4.7GHz clock rate; or higher; Memory: 8GB DDR4-3200MHz, expandable to 32GB; Storage: 1TB NVMe SSD; ACER Model: N23C3 SN: NXEJ4SP004511031953400",1.06.05.030.00,"Information and Communication Technology Equipment",05,55000.00,0000-00-00,
1142,0-05-05.030-0048-000,"Intel core i5, 10 cores, E-cores up to 3.40GHz, P-cores up to 4.60GHz, 20MB Intel; Memory 8GB or higher (support up to 32GB), DDR4-SDRAM, 1 slots X 8GB; Storage: 512GB SSD or higher; Graphics: Intel UHD 730 graphics for 13th Generation, Monitor: 23.8"" with 144Hz refresh rate; ACER Veriton X2715G SN: DTR0QSP01Z42100E453000",1.06.05.030.00,"Information and Communication Technology Equipment",05,50000.00,0000-00-00,
1143,0-05-05.030-0049-000,"Intel core i5, 10 cores, E-cores up to 3.40GHz, P-cores up to 4.60GHz, 20MB Intel; Memory 8GB or higher (support up to 32GB), DDR4-SDRAM, 1 slots X 8GB; Storage: 512GB SSD or higher; Graphics: Intel UHD 730 graphics for 13th Generation, Monitor: 23.8"" with 144Hz refresh rate ACER Veriton X2715G SN: DTR0QSP01Z42100E263000",1.06.05.030.00,"Information and Communication Technology Equipment",05,50000.00,0000-00-00,
1191,0-05-05.030-0050-000,"[Processor(s) Intel Xeon Silver 4210R 2.4G 10C/20T, 9.6GT/s, 13.7M Cache, Turbo, HT (100W) DDR4-2400, CK Memory 8GB RDIM; DELL Power Edge R540 SN: 60PV8G3",1.06.05.030.00,"Information and Communication Technology Equipment",05,986000.00,0000-00-00,
1192,0-05-05.030-0051-000,"3200 to 5600K; Daylight, Tungsten; CRl 96 TLCl 97;
Bluetloth; AC Power (Cable Included); 100 to 240 VAC, 50 / 60 Hz; 120 W];
GODOX",1.06.05.030.00,"Information and Communication Technology Equipment",05,66000.00,0000-00-00,
3827,2013-05-05.030-0001-000,"Acer 3000 ANSI; EV-X13; IBM x 3250 M4; Model: 2583AC1 SN: 2583C2A-06WTYT3, 7915M2A-06XCCFE5",1.06.05.030.00,"Information and Communication Technology Equipment",05,465880.92,2013-10-24,
455,2023-05-05.030-0001-000,"TP-Link TL-SG3452, SWITCH L2-TP Link Jetstream, Port: 48x Gigabit RJ45 Ports, 4x 10G SFP, SN: 222G93R5000851",1.06.05.030.00,"Information and Communication Technology Equipment",05,51870.00,2023-01-18,
456,2023-05-05.030-0002-000,"CISS, EPSON: L15150, SN: X6N7019108",1.06.05.030.00,"Information and Communication Technology Equipment",05,54280.00,2023-05-25,
466,2023-05-05.030-0003-000,"D-Link, DGS-1520-28MP, 28-ports Gigabit, SN: SYEE126000249",1.06.05.030.00,"Information and Communication Technology Equipment",05,134525.00,2023-01-18,
596,2023-05-05.030-0004-000,"AMD Ryzen, 6 Core SSD 500GB",1.06.05.030.00,"Information and Communication Technology Equipment",05,54035.00,2023-05-25,
597,2023-05-05.030-0005-000,"KSTAR - 10kVA, Model: UDC9110H-RT
SN: 310038110D79890900010",1.06.05.030.00,"Information and Communication Technology Equipment",05,85600.00,2023-05-25,
598,2023-05-05.030-0006-000,"KSTAR - 10kVA, Model: UDC9110H-RT
SN: 310038110D79890900004",1.06.05.030.00,"Information and Communication Technology Equipment",05,85600.00,2023-05-25,
811,2023-05-05.030-0007-000,"PVC ID Card Printer (MATICA) Model: MC310 SN: 0002641",1.06.05.030.00,"Information and Communication Technology Equipment",05,50000.00,2023-08-22,
2547,2023-05-05.030-0008-000,"Dual Processor: DELL PowerEdge 2U R540, SN: 41573293707",1.06.05.030.00,"Information and Communication Technology Equipment",05,677000.00,2023-06-21,
3878,2023-05-05.030-0009-000,"Brand: ACER, Model: N22C1, 15.6"" Full HD (1920 x 1080) 16:9 144 Hz. DDR4 1TB SSD SN:",1.06.05.030.00,"Information and Communication Technology Equipment",05,78999.00,2023-01-18,
3815,2025-05-05.030-0001-000,"Panasonic AG-DVC7 DV/Canon DC40",1.06.05.030.00,"Information and Communication Technology Equipment",05,69455.00,,
3819,2025-05-05.030-0002-000,"Acer, P3250 SN: EYJ801004821005165900",1.06.05.030.00,"Information and Communication Technology Equipment",05,52894.00,,
3820,2025-05-05.030-0003-000,"Acer P3250 DLP Projector w/ Tripod; SN: EYJ8501005902003525901",1.06.05.030.00,"Information and Communication Technology Equipment",05,52413.00,,
3821,2025-05-05.030-0004-000,"IDL-400 SN: 042304",1.06.05.030.00,"Information and Communication Technology Equipment",05,69000.00,,
3822,2025-05-05.030-0005-000,"IDL-400 SN: 010168",1.06.05.030.00,"Information and Communication Technology Equipment",05,69000.00,,
3823,2025-05-05.030-0006-000,"HP Laserjet P4515N; China SN: CNFY398348",1.06.05.030.00,"Information and Communication Technology Equipment",05,124300.00,,
3824,2025-05-05.030-0007-000,"Biometric Scanner",1.06.05.030.00,"Information and Communication Technology Equipment",05,78000.00,,
3825,2025-05-05.030-0008-000,"Biometric Scanner",1.06.05.030.00,"Information and Communication Technology Equipment",05,78000.00,,
3830,2025-05-05.030-0009-000,"Acer P5307WB; SN: MRJ211007437004CE8410",1.06.05.030.00,"Information and Communication Technology Equipment",05,60000.00,,
3831,2025-05-05.030-0010-000,"Sony ILCE-6000L; with tripod VCT-R640; SN: S01-4881211",1.06.05.030.00,"Information and Communication Technology Equipment",05,55515.00,,
3832,2025-05-05.030-0011-000,"Sony ILCE-6000L; with tripod VCT-R640; SN: 4881193",1.06.05.030.00,"Information and Communication Technology Equipment",05,55515.00,,
3833,2025-05-05.030-0012-000,"Model: DS18158 (Synology) SN: 1530MHN762500; 1530MHN249701",1.06.05.030.00,"Information and Communication Technology Equipment",05,109200.00,,
3834,2025-05-05.030-0013-000,"IDL Logic Trainer 800A; SN: 055619-2015.09",1.06.05.030.00,"Information and Communication Technology Equipment",05,123000.00,,
3835,2025-05-05.030-0014-000,"6KVA; 4.2 KW-PRO Link PRO 906sTransformer T300chi-fl008h",1.06.05.030.00,"Information and Communication Technology Equipment",05,65000.00,,
3840,2025-05-05.030-0015-000,"Desktop PC 15 Terminal Server, intel core i7-4790 Monitor Model: P166HQL; SN: MMLTYSS003534076354206; MMLTYSS0035340719B4206; MMLTYSS003534072674206; MMLTYSS003534076964206; MMLTYSS003534072184206; MMLTYSS003534071FD4206; MMLTYSS003534074F24206; MMLTYSS003534071F04206; MMLTYSS003534074F84206; MMLTYSS003534072294206; MMLTYSS003534074314206; MMLTYSS003534072664206; MMLTYSS003534071F44206; MMLTYSS003534071A44206; MMLTYSS003534071EF4206",1.06.05.030.00,"Information and Communication Technology Equipment",05,226500.00,,
3841,2025-05-05.030-0016-000,"High Lumen Outdoor, EPSON
SN:VZ3F5Y0006L",1.06.05.030.00,"Information and Communication Technology Equipment",05,205000.00,,
3842,2025-05-05.030-0017-000,"Nikon D7100; SN: 2082436",1.06.05.030.00,"Information and Communication Technology Equipment",05,55000.00,,
3843,2025-05-05.030-0018-000,"Lenovo Y7070; Intel core i7;SN: MP07L9ZG",1.06.05.030.00,"Information and Communication Technology Equipment",05,84800.00,,
3844,2025-05-05.030-0019-000,"Touch Screen, lenovo YOGA 500-151SK",1.06.05.030.00,"Information and Communication Technology Equipment",05,52015.00,,
3845,2025-05-05.030-0020-000,"lenovo System x 3650 M5 Rack; SN: 5462AC4J3222TW",1.06.05.030.00,"Information and Communication Technology Equipment",05,388720.00,,
3846,2025-05-05.030-0021-000,"DSLR Canon EOS 800D; SN: 068021000302",1.06.05.030.00,"Information and Communication Technology Equipment",05,59500.00,,
3848,2025-05-05.030-0022-000,"Acer; Intel Core i5; SP 513-52N-53GI SN: NXGR7SP004742053576600",1.06.05.030.00,"Information and Communication Technology Equipment",05,52991.00,,
3849,2025-05-05.030-0023-000,"Acer; Intel Core i5; SP 513-52N-53GI SN: NXGR7SP004739011E46600",1.06.05.030.00,"Information and Communication Technology Equipment",05,52991.00,,
3858,2025-05-05.030-0024-000,"Model: CR805; SN: NM1156; Entrust Data Card",1.06.05.030.00,"Information and Communication Technology Equipment",05,200000.00,,
3859,2025-05-05.030-0025-000,"All in 1; Core i5; HP Pavillion; SN: 8CC6270D78",1.06.05.030.00,"Information and Communication Technology Equipment",05,58777.00,,
3860,2025-05-05.030-0026-000,"All in 1; Core i5; HP Pavilion; SN: 8CC6270D79",1.06.05.030.00,"Information and Communication Technology Equipment",05,58777.00,,
3861,2025-05-05.030-0027-000,"WURKTON BL6230; SN: 4461",1.06.05.030.00,"Information and Communication Technology Equipment",05,288000.00,,
3862,2025-05-05.030-0028-000,"3-phase transformer connection; 2 toggle switch; 2 digital voltmeter; banana socket",1.06.05.030.00,"Information and Communication Technology Equipment",05,754986.78,,
3863,2025-05-05.030-0029-000,"Reversing, two-speed and reduce-voltage -3ph induction motor 1/2hp 220v; -3ph mccb fuji 15 amp 3 pole; LAPTOP Travelmate P2; windows 10 with license, core i5; SN: NXVGTSP013839021C57200",1.06.05.030.00,"Information and Communication Technology Equipment",05,1024997.73,,
3864,2025-05-05.030-0030-000,"Intel Core i7 SN: DTVQVSP14194401E889600; Monitor SN: MMLXKSS01391203BC34236",1.06.05.030.00,"Information and Communication Technology Equipment",05,92736.00,,
3865,2025-05-05.030-0031-000,"ACER N19H4; SN: NXHJKSP001943045674S00",1.06.05.030.00,"Information and Communication Technology Equipment",05,58950.00,,
3866,2025-05-05.030-0032-000,"LENOVO YOGA 730-151WL; Intel Core i7; SN: MP1KROFD",1.06.05.030.00,"Information and Communication Technology Equipment",05,86130.00,,
3868,2025-05-05.030-0033-000,"LENOVO YOGA 730-151WL; Intel Core i7; SN: MP1KQLZS",1.06.05.030.00,"Information and Communication Technology Equipment",05,86130.00,,
3869,2025-05-05.030-0034-000,"CANON IR C3020",1.06.05.030.00,"Information and Communication Technology Equipment",05,151000.00,,
3870,2025-05-05.030-0035-000,"All-in-One; HP Pavillon; SN: HCC9330Q5L",1.06.05.030.00,"Information and Communication Technology Equipment",05,53750.00,,
3871,2025-05-05.030-0036-000,"DSLR NIKON D7500 SN: 8818622",1.06.05.030.00,"Information and Communication Technology Equipment",05,79875.00,,
3872,2025-05-05.030-0037-000,"PROLINK 6kva; Model PRO906-WS",1.06.05.030.00,"Information and Communication Technology Equipment",05,80000.00,,
3873,2025-05-05.030-0038-000,Nikon,1.06.05.030.00,"Information and Communication Technology Equipment",05,89100.00,,
3874,2025-05-05.030-0039-000,Rubigi,1.06.05.030.00,"Information and Communication Technology Equipment",05,160000.00,,
3875,2025-05-05.030-0040-000,"HP Scanjet N9120; SN: CNN3JAN01K",1.06.05.030.00,"Information and Communication Technology Equipment",05,210000.00,,
3876,2025-05-05.030-0041-000,"Acer Travelmate P214; SN: NXVLESP02N1111A9E07600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50000.00,,
3877,2025-05-05.030-0042-000,"For Telephone: IP-PBX SN: 21AWNNWLC13CBECC",1.06.05.030.00,"Information and Communication Technology Equipment",05,129100.00,,
3901,2025-05-05.030-0043-000,"ACER - TMP216-51G-53UB SN: NXB18SP019424140DA7600",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,,
3902,2025-05-05.030-0044-000,"ACER - TMP216-51G-53UB SN: NXB18SP019424140B97600",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,,
3903,2025-05-05.030-0045-000,"ACER - TMP216-51G-53UB SN: NXB18SP019424140DE7600",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,,
3904,2025-05-05.030-0046-000,"ACER - TMP216-51G-53UB SN: NXB18SP004326069B27600",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,,
3905,2025-05-05.030-0047-000,"ACER - TMP216-51G-53UB SN: NXB18SP004326067D6700",1.06.05.030.00,"Information and Communication Technology Equipment",05,54670.00,,
3906,2025-05-05.030-0048-000,"14 in screen 2 OLED 90 hz refresh rate 600 nits HDR peak brightness, intel i5-12500H processor, 8GB DDR4 RAM, 512GB M.2 NVME, Backlit keyboard, 70WHr Battery;Asus - X1605VA-MB262WS SN: R9N0CV12809038E",1.06.05.030.00,"Information and Communication Technology Equipment",05,50451.00,,
3907,2025-05-05.030-0049-000,"14 in screen 2 OLED 90 hz refresh rate 600 nits HDR peak brightness, intel i5-12500H processor, 8GB DDR4 RAM, 512GB M.2 NVME, Backlit keyboard, 70WHr Battery; Asus - X1605VA-MB262WS SN: R9N0CV128049385",1.06.05.030.00,"Information and Communication Technology Equipment",05,50451.00,,
3908,2025-05-05.030-0050-000,"14 in screen 2 OLED 90 hz refresh rate 600 nits HDR peak brightness, intel i5-12500H processor, 8GB DDR4 RAM, 512GB M.2 NVME, Backlit keyboard, 70WHr Battery; Asus - X1605ZA-MB819WSM SN: S5N0CV179494228",1.06.05.030.00,"Information and Communication Technology Equipment",05,50451.00,,
3909,2025-05-05.030-0051-000,"15.6 inches IPS display; AMD ryzen 5; 8GB RAM DDR5; GeForce RTX 2050; 512GB SSD ACER - ANV15-41-R2M0 SN: NHQPGSP002434033427600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50451.00,,
3910,2025-05-05.030-0052-000,"15.6 inches IPS display; AMD ryzen 5; 8GB RAM DDR5; GeForce RTX 2050; 512GB SSD ACER - ANV15-41-R2M0 SN: NHQPGSP00243032017600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50451.00,,
3911,2025-05-05.030-0053-000,"CISS Factory Made; A3+; EPSON L15150 SN: X6N7052926",1.06.05.030.00,"Information and Communication Technology Equipment",05,50609.00,,
3912,2025-05-05.030-0054-000,"print/scan/copy/Fax with ADF; inkjet; automatic duplex printing; prints up to A3+; Touch LCD Screen: 4.3"" with reduction/enlargement/auto-fit function; flatbed colour image scanner; Maximum scan area: 297 x 431.8mm; scan features: scan to memory device/email/computer; Epson - L15150 SN: X6N7053333",1.06.05.030.00,"Information and Communication Technology Equipment",05,52950.00,,
3913,2025-05-05.030-0055-000,"18-55IS II KIT; Lens X000D_24.2 MP APS-CMOS sensor; DIGIC4+, 9-point AF with 1 center cross type AF point with 64GB SD Card
Camera Lens SN: 4032007342; CANON - EOS R10 SN: 268033001069",1.06.05.030.00,"Information and Communication Technology Equipment",05,73950.00,,
3914,2025-05-05.030-0056-000,"Intel core i5-14400 2.5GHz; cache 29.50 MB, 64-bit hyperthreading; Chipset Model: H610; Memory: 8GB; Maximum Memory: 32GB; Memory slots: 2; Storage: 512GB SSD; 21.5"" monitor display; ACER - Aspire TC-1785 SN: DTBLNSP00343000FCD9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50595.00,,
3915,2025-05-05.030-0057-000,"Intel core i5-14400 2.5GHz; cache 29.50 MB, 64-bit hyperthreading; Chipset Model: H610; Memory: 8GB; Maximum Memory: 32GB; Memory slots: 2; Storage: 512GB SSD; 21.5"" monitor display; ACER - Aspire TC-1785 SN: DTBLNSP00343000FCE9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50595.00,,
3916,2025-05-05.030-0058-000,"Intel core i5-14400 2.5GHz; cache 29.50 MB, 64-bit hyperthreading; Chipset Model: H610; Memory: 8GB; Maximum Memory: 32GB; Memory slots: 2; Storage: 512GB SSD; 21.5"" monitor display; ACER - Aspire TC-1785 SN: DTBLNSP00343000F359600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50595.00,,
3917,2025-05-05.030-0059-000,"10KVA, minimum of 100 minutes full load back up time with battery 20pcs 12V 
Battery Model: RTII-BR20009 SN: 310319120E46535500020; KSTAR - UDC9110H-RT SN: 310038110E46535600010",1.06.05.030.00,"Information and Communication Technology Equipment",05,79500.00,,
3918,2025-05-05.030-0060-000,"10KVA, minimum of 100 minutes full load back up time with battery 20pcs 12V 
Battery Model: RTII-BR20009 SN: 310319120E46535500013; KSTAR - UDC9110H-RT SN: 310038110E46535600008",1.06.05.030.00,"Information and Communication Technology Equipment",05,79500.00,,
3919,2025-05-05.030-0061-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A379600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3920,2025-05-05.030-0062-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A359600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3921,2025-05-05.030-0063-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A389600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3922,2025-05-05.030-0064-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: 	DTBLNSP00344200A5B9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3923,2025-05-05.030-0065-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A4D9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3924,2025-05-05.030-0066-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A419600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3925,2025-05-05.030-0067-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A2E9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3926,2025-05-05.030-0068-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A349600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3927,2025-05-05.030-0069-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A329600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3928,2025-05-05.030-0070-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A4E9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3929,2025-05-05.030-0071-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A3D9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3930,2025-05-05.030-0072-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A399600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3931,2025-05-05.030-0073-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A3B9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3932,2025-05-05.030-0074-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A1C9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3933,2025-05-05.030-0075-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: 	DTBLNSP00344200A2A9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3934,2025-05-05.030-0076-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A319600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3935,2025-05-05.030-0077-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A3F9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3936,2025-05-05.030-0078-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A309600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3937,2025-05-05.030-0079-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A2F9600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
3938,2025-05-05.030-0080-000,"Intel Core i5-14400 processor; 8GB DDR4 memory; 512GB M.2 2280 PCI-E Solid State Drive; 1TB 3.5' Hard Drive; 24 inches monitor with keyboard and mouse ACER - Aspire TC-1785; SN: DTBLNSP00344200A429600",1.06.05.030.00,"Information and Communication Technology Equipment",05,50500.00,,
